Gene name
MT-ND1
MT-ND2
MT-CO1
MT-CO2
MT-ATP8
MT-ATP6
MT-CO3
MT-ND3
MT-ND4L
MT-ND4
MT-ND5
MT-ND6
MT-CYB
AC240274.1
BX004987.1
OPRL1
NPBWR2
MYT1
AL121581.1
PCMTD2
KIR3DL3
KIR2DL3
KIR2DL1
KIR2DL4
KIR3DL1
KIR3DL3
KIR3DL3
KIR2DL3
KIR2DL1
KIR2DL3
KIR2DL4
KIR3DL1
KIR2DS4
KIR2DL1
KIR3DL2
KIR2DL4
KIR3DL3
KIR2DS4
KIR3DL2
FCAR
GU182359.6
GU182359.1
KIR3DL3
KIR2DL4
KIR3DL3
KIR3DL1
KIR3DL3
GU182345.5
KIR2DL3
GU182345.3
GU182345.4
KIR2DL1
GU182345.8
KIR2DL3
KIR2DL1
KIR2DL1
KIR2DL4
GU182359.7
KIR2DL4
KIR3DL3
KIR3DL1
NCR1
KIR2DL4
GU182351.1
GU182351.7
GU182359.5
GU182351.4
GU182359.8
GU182359.3
KIR3DL2
KIR3DL1
GU182351.10
KIR2DL1
KIR3DL3
KIR3DL1
KIR3DL2
SNTG2
KIR2DL4
KIR2DL3
KIR3DL3
KIR2DL1
KIR3DL3
AL133414.10
KIR3DL3
KIR3DL3
KIR2DS2
KIR3DL1
KIR2DL2
KIR3DL2
KIR2DL5B
KIR3DL3
KIR2DS3
GU182357.3
KIR2DL1
GU182357.10
GU182357.9
GU182357.1
KIR2DL4
KIR2DL4
KIR2DL3
KIR3DL3
KIR2DS4
KIR2DL1
KIR2DL1
KIR3DL2
KIR2DL3
AL133414.2
KIR2DL1
KIR3DP1
KIR2DL4
KIR2DL4
GU182343.8
GU182349.4
KIR2DL3
GU182349.2
KIR3DL3
KIR2DL4
GU182343.2
KIR2DS2
KIR3DL1
KIR2DL4
GU182343.1
KIR2DL4
KIR3DS1
KIR2DL1
KIR3DL1
KIR3DL1
AL133414.8
KIR3DL1
KIR3DL1
KIR2DL4
KIR2DL2
KIR3DP1
KIR2DL4
KIR2DL5A
GU182339.1
KIR2DS1
AL133414.5
KIR3DL2
KIR3DL1
AL133414.9
AL133414.1
KIR3DL2
KIR3DL2
KIR3DL1
KIR3DL2
KIR2DS4
KIR3DL2
KIR3DL2
FCAR
KIR2DS4
HS3ST6
KIR3DL2
KIR3DL3
BX072566.1
KIR3DL2
FCAR
KIR2DL3
KIR2DL1
KIR3DL3
KIR3DL3
KIR2DL4
FCAR
ZNF66
NCR1
KIR2DL3
KIR2DL3
KIR2DL1
KIR2DL1
ZNF85
KIR3DL1
KIR2DL4
KIR2DL4
NCR1
ZNF430
KIR3DL1
NCR1
KIR3DL1
KIR3DL2
KIR2DS4
KIR3DL3
KIR3DL2
GU182347.5
GU182347.8
KIR3DL2
GU182347.13
GU182347.9
KIR2DL1
KIR2DL4
FCAR
GU182347.2
SBNO2
INTS3
NCR1
GU182347.6
GU182347.11
GU182347.3
KIR3DL2
TRAPPC12
KRTAP9-2
KRTAP9-3
KRTAP9-4
KRTAP9-9
AC209539.5
ADI1
KRTAP29-1
AL513523.9
SLC27A3
GATAD2B
ARHGEF26
AC007325.1
AC007325.4
AC007325.2
DHX36
DLG5
DNAH10
CCDC92
PIWIL1
ZNF100
ZNF43
KRT12
KRT20
KRT23
KRT39
KRT40
KRTAP3-3
KRTAP3-2
KRTAP3-1
KRTAP1-5
KRTAP1-4
KRTAP1-3
KRTAP1-1
KRTAP2-1
AC037482.5
KRTAP2-3
KRTAP2-4
AC037482.6
KRTAP4-8
KRTAP4-16
KRTAP4-9
KRTAP4-11
KRTAP4-12
PRB1
KIR3DL3
KIR3DL3
KIR2DL3
KIR2DL1
GU182353.3
GU182353.7
KIR2DL4
KRTAP9-2
KRTAP9-4
KRTAP9-9
KRTAP9-6
KRTAP9-7
KRTAP29-1
GU182353.2
KIR2DL4
KIR3DL1
KIR3DL1
DSEL
OR9G1
OR9G9
OR9G4
KIR2DS4
KIR3DL2
KIR2DS4
KIR3DL2
ERICH1
KIR3DL3
GU182355.7
GU182355.10
GU182355.9
CTDP1
KIR2DL4
AC011043.1
AC011043.2
GU182355.6
GU182355.5
GU182355.3
GU182355.2
KIR3DL2
PROP1
SNTG2
APOBEC3A
TPO
AP2A2
SEPTIN9
PTCHD3
NOSTRIN
PROP1
SPC25
G6PC2
ABCB11
KCNQ2
CYFIP1
CRIM1
ADAMTS12
RXFP3
SLC45A2
TUBGCP5
KIR3DL3
TBCD
FTCD
TUBGCP5
KIR2DL3
KIR2DL1
KIR2DL4
PTDSS2
GOLGA6L1
SKA1
GOLGA6L22
IFNGR2
SPATC1L
SERF1B
LSM14A
RNH1
DLGAP2
AADACL2
LSS
SMN2
B3GNTL1
KIR3DL3
GARRE1
TMEM50B
GOLGA6L1
DUSP8
GU182352.1
UTP4
AP006285.3
KCNIP4
KRTAP5-1
KRTAP5-2
AC213203.2
AC213203.1
KRTAP5-3
KRTAP5-4
KRTAP5-5
CNTNAP2
DUSP8
PAXBP1
DNAJC28
KRTAP5-1
KRTAP5-2
METRNL
KRTAP5-3
KRTAP5-4
GART
AC023491.2
C21orf62
SERF1A
KRTAP5-5
HRAS
GU182352.7
GU182352.6
KRTAP5-6
KIR2DL3
IFITM10
GU182352.12
SNTB2
AC145212.1
MAFIP
KIR3DL2
SMN1
AC024940.6
KIR2DL1
OR2T4
OR2T6
OR2T1
OR2T7
OR2T2
SINHCAF
OR2T3
LRRC56
OR2T5
DECR2
LMNTD2
NAIP
SMDT1
NDUFA6
NKD2
SMDT1
RASSF7
NXN
NDUFA6
TIMM22
ABR
YTHDC1
SLC12A7
PHRF1
CYP2D6
RAB11FIP3
GTF2H2
DLL1
FAM120B
AC236040.1
KIR2DL4
SMDT1
TMPRSS11E
NDUFA6
MUC20
MUC20
UGT2B15
MUC4
PLCH2
MUC4
UGT2B10
KIF26B
TCF20
UGT2A3
PANK4
VSTM1
AL592183.1
TCF20
HES5
MUC20
MUC20
TNFRSF14
MUC4
TARM1
IRF7
OSCAR
MUC4
NDUFA3
TFPT
PTPRN2
OR5P2
AC012314.11
OR5P3
VSTM1
BDP1
OR10A3
NLRP10
CNOT3
KIR3DL1
CDHR5
LENG1
GBA
TMC4
PRXL2B
MBOAT7
TARM1
OSCAR
VSTM1
TSEN34
TMEM179
RPS9
MCCC2
AC093830.1
C14orf180
VSTM1
TDO2
MUC20
KIR2DS4
TRIM27
KIR3DL2
NDUFA3
LINC01556
TFPT
MUC4
MMEL1
ZNF311
AC012314.12
SCT
DRD4
CTSO
DEAF1
OR2W1
CR547123.3
OR2B3
OR5T2
OR2J3
OR5T3
OR5T1
FAM189B
OR8H1
OR2J2
CNOT3
TARM1
OSCAR
OR8K1
OR8J1
OR14J1
OR8U8
OR8U9
OR5V1
OR12D3
OR12D2
TARM1
OR11A1
OSCAR
OR10C1
OR2H1
NDUFA3
LENG1
TFPT
TMC4
MAS1L
ZNF705G
AC012314.7
TRIM27
DEFB4B
NDUFA3
GABBR1
TFPT
AC011476.12
DEFB103B
AC012314.13
SPAG11B
TTC34
FAM20C
CNOT3
VSTM1
SCAMP3
HNRNPCL2
NLRP7
PRAMEF25
CNOT3
LINC01556
HNRNPCL4
TRIM27
ZNF311
PRAMEF9
DEFB104B
LENG1
DEFB106B
TMC4
PRAMEF18
NLRP2
MBOAT7
OR2W1
DEFB105B
PRAMEF5
AL929561.10
OR2B3
CLK2
DEFB107B
TRIM27
OR2J3
OR2J2
GP6
PRR23D1
MBOAT7
PRAMEF8
LENG1
OR11A1
PRAMEF33
OR10C1
TSEN34
OR2H1
TMC4
RDH13
LINC01556
OR2W1
LINC01556
CR933783.3
OR2B3
RPS9
ZNF311
OR2J1
MAS1L
TARM1
OR2J3
OR2J2
GPX6
GPX5
OR2W1
BX248413.4
OR14J1
OSCAR
VSTM1
OR2B3
GABBR1
OR5V1
LILRA3
OR2J3
OR12D3
ZBED9
TSEN34
OR2J2
OR12D2
SLC43A2
DTX2
OR11A1
HCN3
OR14J1
OR10C1
OR5V1
OR2H1
OR12D3
TRIM27
OR12D2
TRIM27
OR11A1
BTG3
LILRA5
AC004556.3
PKLR
OR10C1
ZNF311
OR2H1
MAS1L
UPK3B
MBOAT7
OR2W1
CR388407.3
GABBR1
MAS1L
OR2B3
MRPS36
RPS9
OR2J3
OR2J2
MOG
AC226007.1
CDK7
SPDYE16
OR14J1
LILRA4
OR12D3
TARM1
AL662796.1
OR12D2
OSCAR
OR11A1
KIR2DS4
LINC01556
POMZP3
OR10C1
ZNF311
ZNF311
OR2H1
LAIR1
OR2W1
OR2W1
AL662852.6
OR2B3
NDUFA3
OR2B3
OR2J3
MAS1L
OR2J3
OR2J2
OR2J2
OR14J1
NDUFA3
OR11A1
TFPT
OR14J1
OR10C1
OR5V1
LILRB3
OR2H1
OR12D3
GABBR1
OR12D2
AC012314.3
SCARF1
OR11A1
MAS1L
OR10C1
TSEN34
KIR3DL2
OR2H1
TFPT
CNOT3
GABBR1
MAS1L
UBD
CEACAM21
LENG1
RPS9
TMC4
CCDC125
GABBR1
PRPF31
MBOAT7
RILP
TSEN34
CEACAM4
PRPF8
RPS9
CEACAM7
AK6
LILRB3
LILRA6
KIR2DL1
KIR2DL4
UBD
TAF9
OR2H2
MOG
LILRA6
CNOT3
ZFP57
RAD17
HLA-F
SLC39A11
KIR3DS1
UBD
TLCD2
LILRB5
ZNF676
LENG1
OR2H2
TMC4
ZNF729
KIR2DL5A
MOG
UBD
OR2H2
KIR2DS3
KIR2DS1
MOG
LILRA6
KIR3DL2
AGK
HLA-G
UBD
WDR81
OR2H2
MBOAT7
DENND11
UBD
MOG
OR2H2
MOG
LILRB2
FCAR
WEE2
ZFP57
ZFP57
LILRB5
SSBP1
C22orf15
SERPINF2
HLA-F
HLA-F
TSEN34
HLA-A
CHCHD10
OR2H2
NCR1
MMP11
MOG
RPS9
LILRB5
SERPINF1
LILRA3
AP000349.1
SMARCB1
LILRA5
LILRB2
HLA-G
VSTM1
LAIR1
HLA-G
TTYH1
NLRP7
ZFP57
ANO4
LILRB2
HLA-F
SLC5A8
ZFP57
DERL3
NLRP2
MARVELD2
HLA-G
LILRB3
TARM1
OSCAR
GP6
ZFP57
RDH13
HLA-F
IQSEC3
HLA-A
NDUFA3
HLA-A
TFPT
LILRA3
SLC2A11
OCLN
AC012314.5
AC026369.8
HLA-A
LILRA5
CNOT3
AC142525.4
ARHGAP27
HLA-G
GTF2H2
ZFP57
LENG8
LILRA4
LILRA6
LENG1
HLA-F
TMC4
LAIR1
MBOAT7
POLR1H
HLA-G
LENG9
TSEN34
CDC42EP5
TTYH1
POLR1H
LAIR2
RPS9
B2M
CU464060.2
KIR3DX1
LILRA2
AC091304.6
HERC2
HLA-A
TBX22
PLEKHM1
HLA-A
GOLGA8F
TRIM69
PPP1R11
HLA-G
BDH1
PPP1R11
DLGAP2
GOLGA8G
RNF39
LILRA1
TRIM31
RNF39
KIR2DL2
LILRB5
LENG8
TRIM31
CRHR1
HLA-A
POLR1H
TRIM40
LILRB1
TRIM10
AL354822.1
LENG9
CDC42EP5
KIR2DS4
LAIR2
FCAR
TRIM40
LILRB2
TRIM10
TRIM15
LILRB1
KIR3DX1
NAIP
LILRB4
KIR3DL2
AC011476.4
LILRA2
LILRB4
TRIM15
PPP1R11
TRIM26
NLRP7
AP000350.13
MIF
RNF39
TRIM26
NLRP2
KIR2DL2
TRIM31
GP6
KIR3DL3
GSTT2B
LILRA1
KIR2DL3
POLR1H
DDTL
RDH13
TRIM40
DDT
TRIM10
HLA-E
SMN2
LILRB1
GSTT2
TRIM39
KIR3DL3
TRIM15
KIR2DL1
LILRA3
GSTT4
KIR2DS2
GNL1
AP000351.3
SPPL2C
PPP1R11
AC011476.10
TRIM26
MAPT
LILRA5
GSTT1
NLRP7
RNF39
SERF1B
POLR1H
GPR20
TRIM31
LILRA4
RPP21
PTP4A3
PRR3
AP000351.7
NLRP2
TRIM40
AC011476.6
ARHGAP27
LAIR1
GP6
TRIM10
GARRE1
ABCF1
NLRP7
GPI
RDH13
HLA-E
POLR1H
GTF2H2C_2
TRIM15
POLR1H
NLRP2
PPP1R11
MEGF11
ATP23
GP6
TRIM39
FAM20C
TRIM26
GNL1
RDH13
RNF39
TRIM31
PPP1R11
PLEKHM1
PRR3
PPP1R11
PPP1R10
TRIM40
RPP21
RNF39
KANSL1
TRIM31
TRIM10
LRRC37A2
ABCF1
RNF39
LILRB4
TRIM31
TRIM15
TRIM39
CES1
TRIM40
HLA-E
MRPS18B
TRIM10
BDP1
TRIM40
ARL17B
TRIM26
TTYH1
ARL17B
TRIM10
GNL1
TRIM15
ATAT1
KIR3DL3
TRIM15
RPP21
LRRC37A2
TRIM26
LRRC37A
PRR3
CES5A
KIR2DL3
TRIM26
NSF
KIR2DL1
ABCF1
MCCC2
KANSL1
LENG8
PPP1R10
APBA1
GNL1
DHX16
KIR2DL4
TRIM39
WNT3
LENG9
MRPS18B
CDC42EP5
WNT9B
MAMDC2
PPP1R18
LAIR2
MAPT
TRIM39
SCGB1C2
DOC2B
KIR3DX1
NRM
KIR3DL1
TRIM39
ATAT1
RPH3AL
PPP1R10
RPP21
LILRA2
RPP21
MDC1
MRPS18B
C6orf136
HLA-E
RPP21
TAS2R7
TAS2R8
TAS2R9
DHX16
PRR4
LILRA1
KIR2DS4
GNL1
HLA-E
TUBB
KIR3DL2
ATAT1
HLA-E
TAS2R10
TAS2R13
FLOT1
PRH2
LILRB1
STH
GNL1
TAS2R14
PRR3
DDR1
TAS2R50
SPPL2C
PPP1R18
TAS2R20
TAS2R19
TAS2R31
CRHR1
TAS2R46
TAS2R43
GNL1
FCAR
TAS2R30
VSTM1
ABCF1
NRM
MUC21
PRR3
MICB
C6orf136
PRR3
TARM1
ABCF1
MCCD1
OSCAR
MDC1
DHX16
DDX39B
ABCF1
NDUFA3
TFPT
NCR1
AC012314.14
PPP1R10
TUBB
SALL3
CNOT3
LRRC37A3
OCA2
C6orf136
PPP1R18
KRTAP16-1
KRTAP17-1
ATP9B
KRT33A
RPH3AL
ZNF280B
MDC1
ZNF280A
LENG1
FLOT1
KRT33B
TMC4
AC139677.1
PRAME
MGAM
KRT34
MRPS18B
DHX16
AC207056.2
MBOAT7
LILRB4
KRT31
NSF
TUBB
TSEN34
KRT37
MGAM2
HERC2
PPP1R10
NLRP7
TNF
RPS9
LTB
DDR1
PPP1R10
ATAT1
KIR3DL3
FLOT1
PRSS58
WNT3
LST1
MRPS18B
KIR2DL3
PPP1R18
GOLGA8G
KIR2DS1
MRPS18B
NLRP2
NRM
ATAT1
GTF2H4
KIR3DL2
ATAT1
KIF5C
MDC1
APBA2
GP6
IER3
AC011476.5
KIR3DL3
NCR3
RDH13
MTRNR2L6
TCF19
NLRP7
KIR2DL3
KIR2DL1
PRSS1
KIR2DL4
TUBB
MSH5
NLRP2
POU5F1
GP6
FAM189A1
VARS2
C6orf136
PRSS2
RDH13
KIR3DL1
NSMCE3
TJP1
FLOT1
DHX16
EPHB6
C6orf136
MSH5-SAPCD1
KCNQ1
KIR3DL2
SAPCD1
CDKN1C
VWA7
IER3
DHX16
SLC9A3
C6orf136
PPP1R18
CEP72
SLC22A18
VARS1
GOLGA8J
NRM
FCAR
AC243790.1
DHX16
DDR1
CHRFAM7A
TRPV6
AC011841.1
SFTA2
CCL18
ARHGAP11B
MUCL3
MUC21
FAN1
CCL3
ZC3H3
PHLDA2
MDC1
MTMR10
PPP1R18
C6orf15
LSM2
GSDMD
PSORS1C1
ATP6V1G3
TRPV5
NAP1L4
TRPM1
CCL4
CDSN
PSORS1C2
HSPA1L
HSPA1A
PPP1R18
PTPRC
HSPA1B
CCHCR1
CCL3L3
NRM
SNHG32
NCR1
TUBB
CCL4L2
NRM
LLCFC1
KEL
TBC1D3B
FLOT1
MDC1
NLRP7
MROH6
MDC1
OR9A2
OR6V1
NEU1
PVALB
TUBB
CCL3L3
KLF13
AC243734.1
TUBB
SLC44A4
NCF4
CCL4L2
NAPRT
FLOT1
HLA-C
ARHGAP11A
NLRP2
GTF2H4
TCF19
TBC1D3I
FLOT1
IER3
POU5F1
CARS1
SCG5
EHMT2
GREM1
DDR1
EEF1D
NCR1
SALL3
ATP9B
VSTM1
IER3
VARS2
GP6
MUC20
PLPPR3
TARM1
APOL5
DDR1
AZU1
OSCAR
RBFOX2
PRTN3
MUC4
IER3
RDH13
NDUFA3
TFPT
ELANE
HLA-B
AC012314.6
CFD
DDR1
CNOT3
MED16
LENG1
TMC4
MBOAT7
GTF2H4
TSEN34
RPS9
SFTA2
KIR3DL3
TNXB
MUC21
PRRT1
ARMC10
KIR2DP1
C6orf15
PSORS1C1
CDSN
PPT2
CU633846.1
PSORS1C2
NAPEPLD
CCHCR1
GTF2H4
KIR3DL2
AC011476.11
VARS2
PPP2R3B
NLRP7
NLRP2
GP6
GTF2H4
ZNF251
CR759815.4
RDH13
HLA-C
VARS2
NXN
TIMM22
ABR
EGFL8
TCF19
CATSPERB
TCTE3
VARS2
SFTA2
POU5F1
ERMARD
MUCL3
MUC21
AGPAT1
C6orf15
PSORS1C1
TC2N
CDSN
MICA
PSORS1C2
SFTA2
CCHCR1
MUCL3
MUC21
MICB
C6orf15
PSORS1C1
AC233755.2
AC233755.1
CDSN
PSORS1C2
CCHCR1
MCCD1
BX248516.1
TIGD5
DDX39B
PYCR3
SFTA2
RNF5
MUCL3
TAMM41
HLA-B
MUC21
AP2A2
C6orf15
AGER
PSORS1C1
AC090958.6
GFUS
CDSN
PSORS1C2
TCF19
CCHCR1
YWHAE
POU5F1
PPP2R3B
TCF19
MUC2
GAL3ST2
ZNF623
POU5F1
NEU4
ZNF707
ATP6V1G2
CR847794.4
NFKBIL1
HLA-C
LTA
PDCD1
ARHGEF10
RTP5
TCF19
TNF
LTB
POU5F1
LST1
TAS2R7
TAS2R8
TAS2R9
PRH1
CCDC166
MUC20
MAPK15
TAS2R10
PRR4
SPACA7
TUBGCP3
KBTBD11
AC245078.1
PLPPR1
TAS2R13
MYOM2
FAM83H
PRH2
TAS2R14
TAS2R50
TAS2R20
TAS2R19
BAAT
TAS2R31
SCRIB
TAS2R46
TAS2R43
TAS2R30
TAS2R42
PRB3
PRB4
PRB1
HLA-B
PBX2
NCR3
GRK1
GPSM3
TMEM255B
MICB
AIF1
CDH4
HLA-C
NOTCH4
TSBP1
MCCD1
TAF4
BTNL2
DDX39B
HLA-DRB3
HLA-C
PRRC2A
PUF60
HLA-DQA2
HLA-DQB2
HLA-DOB
TAP2
HLA-C
BAG6
GLIS2
PAM16
HLA-B
PSMB8
ATP6V1G2
CORO7-PAM16
NFKBIL1
MICB
MCCD1
PSMB9
DDX39B
CORO7
LTA
MICA
TAP1
TNF
MICB
LTB
CLPTM1L
MCCD1
HLA-DMB
DDX39B
LST1
DLGAP2
OR13A1
CLN8
ALOX5
HLA-DMA
LY6E
THEMIS
HLA-DPA1
HLA-B
SLC6A3
PTPRK
HLA-DPB1
LPCAT1
AC133551.1
NCR3
PARN
MARCHF8
AC136612.1
AC136616.1
FRG1
AC136616.3
LY6L
AC136616.2
LY6H
AC141272.1
ATP6V1G2
FRG2
AIF1
NFKBIL1
POTEB3
ATP6V1G2
NFKBIL1
VASN
LTA
DNAJA3
MICA
PRRC2A
TNF
LTA
AC135068.1
AC171558.5
LTB
BFAR
TNF
MICB
LTB
PLA2G10
LST1
NPIPA3
APOM
MCCD1
LST1
NMRAL1
DDX39B
C6orf47
RRN3
GPANK1
PPIAL4F
BAG6
NCR3
HMOX2
CSNK2B
NCR3
AIF1
NTAN1
PRRC2A
PRRC2A
ADAM9
ADAM32
PDXDC1
ATP6V1G2
LY6G5B
NFKBIL1
LY6G5C
ABHD16A
CDIP1
MICA
BAG6
BAG6
LTA
MICB
TNF
LTB
MCCD1
ADAM18
DDX39B
LY6G6F
LST1
LY6G6F-LY6G6D
LY6G6E
LY6G6D
MPIG6B
ADAM2
CEP170
LY6G6C
APOM
DDAH2
NCR3
C6orf47
GPANK1
NPIPA1
AIF1
ATP6V1G2
CLIC1
NFKBIL1
AC245049.1
CSNK2B
LTA
PRRC2A
TNF
LTB
NOMO1
MSH5
APOM
LST1
C6orf47
GPANK1
LY6G5B
APOM
LY6G5C
CHGA
C6orf47
MSH5-SAPCD1
ABHD16A
GPANK1
SAPCD1
CSNK2B
VWA7
BAG6
ITPK1
NCR3
VARS1
NPIPA5
MPV17L
CSNK2B
AC140504.1
AIF1
BMERB1
LY6G6F
NEU1
LY6G6D
LY6G6E
CR753842.2
MARF1
MPIG6B
PRRC2A
LY6G5B
SLC44A4
MOAP1
LY6G5C
TMEM251
AL110118.3
GON7
ABHD16A
UBR7
CR354443.4
LY6G6C
LY6G5B
EHMT2
DDAH2
LY6G5C
ABHD16A
BTBD7
NDE1
GOLGA6L10
AC011295.2
GOLGA6L10
LY6G6F
LY6G6F-LY6G6D
LY6G6E
CLIC1
GOLGA6L9
UNC79
LY6G6D
MPIG6B
MYH11
BAG6
LY6G6F
LY6G6F-LY6G6D
RPS17
LY6G6E
LY6G6D
MPIG6B
AC010724.8
LY6G6C
C2
MSH5
DDAH2
CPEB1
LY6G6C
COX8C
DDAH2
PRIMA1
APOM
FAM181A
C6orf47
CLIC1
ASB2
GPANK1
CLIC1
INPP5D
OTUB2
CFB
DDX24
CSNK2B
MSH5
MSH5-SAPCD1
MSH5
NELFE
IFI27L1
NEU1
IFI27
SAPCD1
ATG16L1
VWA7
LY6G5B
C2
VARS1
IFI27L2
LY6G5C
MSH5-SAPCD1
PPP4R4
SKIV2L
ABHD16A
SERPINA10
LSM2
SERPINA6
SERPINA2
SAPCD1
NEU1
VWA7
CEP20
SERPINA1
DXO
VARS1
LY6G6F
LY6G6D
SLC44A4
APOM
CFB
LY6G6E
STK19
ABCC1
MPIG6B
C6orf47
LSM2
GPANK1
EHMT2
HSPA1L
TNXB
HSPA1A
HSPA1B
C4B_2
PRRT1
SNHG32
LY6G6C
DDAH2
PPT2
CSNK2B
SAG
ABCC6
NEU1
CLIC1
DGKD
SLC44A4
C4B
C2
LY6G5B
EHMT2
MSH5
NOMO3
LY6G5C
EGFL8
ABHD16A
AGPAT1
OR2T4
OR2T6
OR2T1
OR2T7
OR2T2
CYP21A2
OR2T3
OR2T5
ZBTB12
CFB
LY6G6F
LY6G6D
MSH5-SAPCD1
LY6G6E
TNXB
C2
MPIG6B
RNF5
NELFE
AGER
AC244489.1
PRRT1
LY6G6C
AC244489.2
DDAH2
SAPCD1
PPT2
VWA7
ZBTB12
VARS1
SKIV2L
CFB
CLIC1
LSM2
DXO
HSPA1L
HSPA1A
HSPA1B
NELFE
SNHG32
STK19
EGFL8
MSH5
AGPAT1
NEU1
SKIV2L
C4A
SLC44A4
PBX2
MMP28
DXO
EHMT2
GPSM3
RNF5
NOTCH4
STK19
VARS1
TAF15
LSM2
AGER
CYP21A2
TSBP1
HSPA1L
HSPA1A
HSPA1B
C4A
SNHG32
SDCCAG8
HEATR9
TNXB
NEU1
BTNL2
CR753845.7
ATF6B
C4B
HLA-DRA
CCL5
CYP21A2
C2
HLA-DRB4
RDM1
HLA-DRB1
FKBPL
HLA-DQA1
PRRT1
SLC44A4
HLA-DQB1
AC044810.10
PPT2
OR5P2
OR5P3
OR10A6
OR10A3
CYP21A2
NLRP10
ZBTB12
CFB
EHMT2
HLA-DQA2
HLA-DQB2
LYZL6
CCL16
TAP2
TNXB
CCL14
CCL15-CCL14
CCL15
PBX2
CCL23
EGFL8
ATF6B
CCL18
GPSM3
PSMB8
CCL3
NELFE
CCL4
NOTCH4
TBC1D3B
PSMB9
AGPAT1
FKBPL
PRRT1
TAP1
CCL3L3
TSBP1
PPT2
CCL4L2
HLA-DMB
SKIV2L
TBC1D3I
C2
RNF5
BTNL2
HLA-DMA
HLA-DRA
TBC1D3G
BRD2
AGER
HLA-DRB4
TSBP1
TBC1D3H
HLA-DRB1
DXO
HLA-DQA1
TBC1D3F
ZNHIT3
HLA-DQB1
OBP2B
BTNL2
ZBTB12
CFB
STK19
HLA-DQA2
HLA-DRA
HLA-DQB2
ABO
HLA-DRB1
HLA-DOB
HLA-DOA
SURF6
HLA-DQA1
MYO19
HLA-DPA1
MED22
TAP2
HLA-DPB1
HLA-DQB1
C4B
NELFE
RPL7A
PSMB8
HLA-DQA2
HLA-DQB2
HLA-DOB
COL11A2
TAP2
PSMB9
AL593848.2
SURF1
PIGW
SKIV2L
GGNBP2
TAP1
SURF2
PSMB8
PBX2
SURF4
DHRS11
HLA-DMB
GPSM3
RXRB
PSMB9
MRM1
DXO
NOTCH4
LHX1
HLA-DMA
TAP1
AATF
AKT3
STKLD1
SLC39A7
CYP21A2
TSBP1
HLA-DMB
REXO4
STK19
BTNL2
HSD17B8
HLA-DMA
HLA-DRA
RING1
ACACA
HLA-DRB4
VPS52
ADAMTS13
AL844853.5
BRD2
